userID,Age_Month,Age_Years,Brand,F_Colors,F_Hobbies,F_Musician,F_SportsTeam,Name,Gender,Shirts_Size,Pants_Size
5990,1,5,5,22,34,13,41,Kenneth Ruiz,3,15,49
5991,2,3,3,73,59,51,49,Sarah Williams,3,67,52
5992,4,4,3,88,41,52,36,Grant Spence,3,65,25
5993,4,0,1,14,34,4,37,Ashley Mata,3,18,21
5994,1,0,3,38,77,16,90,Karen Olson,1,37,57
5995,4,5,4,32,64,69,65,Steven Hogan,1,19,72
5996,0,3,1,31,84,13,95,Emma Rodriguez,1,46,57
5997,4,1,5,48,59,54,66,John Miller,3,3,75
5998,1,2,2,46,30,95,91,Dr. Aaron Simpson,1,20,13
5999,2,1,1,79,33,52,29,Tara Rivera,2,10,82
6000,4,2,1,25,70,61,7,Jose Johnson,1,35,54
6001,5,4,3,2,100,31,17,David Owens,1,8,79
6002,1,0,3,54,3,38,95,William Jones,1,53,16
6003,1,5,1,79,60,91,22,Lauren Bates,1,87,91
6004,4,4,5,1,100,43,39,Shane Jordan,3,44,76
6005,1,1,2,58,84,25,60,Michelle Cardenas,2,74,10
6006,1,0,5,28,32,91,96,Tiffany Jones,1,38,52
6007,0,0,5,94,92,19,47,Karen Lynn,2,75,25
6008,3,2,2,59,8,16,4,Sean Lopez,1,69,73
6009,3,3,3,25,83,13,41,George Bailey,3,46,37
6010,5,2,5,42,97,86,59,Kiara Clark,3,81,75
6011,0,1,2,68,34,98,95,Brian Martin,1,27,19
6012,4,2,2,13,57,65,64,Andrew Trujillo,2,24,8
6013,4,2,1,63,47,54,90,Nicole Lam,1,22,74
6014,0,0,5,62,55,36,40,Carlos Guzman,3,38,41
6015,0,2,1,91,73,9,99,Julia Wood,2,29,93
6016,3,0,5,34,16,25,43,Dylan Brown,2,29,3
6017,4,1,4,15,23,86,43,Christine Cummings,3,41,37
6018,2,4,5,33,22,61,27,Jean Parker,1,3,53
6019,0,1,4,83,97,62,68,Brian Clark,1,53,64
6020,1,3,5,44,36,39,80,Amanda Taylor,2,20,73
6021,5,1,1,37,43,48,70,Veronica Williams,2,10,26
6022,2,1,4,56,20,52,50,John Keller,2,57,45
6023,5,4,4,47,27,29,13,Melissa Cisneros,1,2,28
6024,3,1,3,54,87,34,43,Jacob Burns,3,9,100
6025,1,4,1,47,51,60,99,Christopher Brown,3,84,76
6026,5,1,1,10,55,67,26,Melinda Deleon,1,27,88
6027,5,4,1,81,11,61,24,Amanda Mcfarland,2,39,7
6028,5,1,1,80,5,23,33,Dennis Donaldson,1,79,78
6029,0,0,5,28,60,42,95,Timothy Leblanc,1,38,32
6030,4,0,3,19,1,26,11,Emma Marshall,1,45,64
6031,0,5,5,4,2,3,80,Yolanda Cunningham,2,23,5
6032,1,2,2,29,41,33,83,Janet Stewart,2,65,78
6033,3,3,1,41,63,36,12,Rickey Melendez,3,41,69
6034,3,1,5,30,20,35,42,Paul Ray,1,72,55
6035,0,2,1,66,53,35,56,Daniel Hoffman,2,57,64
6036,4,4,5,37,77,38,12,Laurie Price,1,10,73
6037,3,0,5,4,29,99,74,Brian Washington,2,57,49
6038,3,4,1,78,16,85,31,Nancy Peterson,2,21,50
6039,5,3,1,56,67,65,30,Jeffery Douglas,2,75,79
6040,4,5,4,18,24,32,91,Michael Harmon,2,31,29
6041,1,5,2,46,32,3,82,Nicole Simmons,3,35,44
6042,0,4,1,31,87,65,38,Catherine Hood,1,34,100
6043,2,5,5,49,42,90,4,Lindsey Blanchard,1,14,51
6044,3,2,4,61,64,37,90,Mariah Lawrence MD,2,87,65
6045,1,4,3,31,29,92,14,Adam Wilson,1,11,84
6046,5,5,4,2,22,37,91,Rhonda Fields,1,26,91
6047,2,1,1,21,41,18,79,Mark Wells,1,37,4
6048,4,0,5,36,86,92,2,Vanessa King,2,18,79
6049,2,3,5,59,40,42,3,Christopher Stewart,2,89,34
6050,4,4,4,5,37,38,91,Courtney Allen,3,49,79
6051,2,2,2,51,83,89,20,Robert Mercado,3,46,100
6052,2,4,1,39,34,61,28,Bryan Mcintosh,2,15,69
6053,0,4,5,22,28,30,28,Nicholas Jackson,2,63,70
6054,5,4,5,58,67,53,28,Jake Smith,3,42,100
6055,4,4,2,20,83,80,8,David Taylor,1,76,55
6056,1,3,3,35,44,49,29,Kaitlyn Ferrell,2,81,55
6057,1,0,5,53,85,57,65,Taylor Swanson,1,49,33
6058,5,4,4,22,53,76,58,Pamela Mendoza,1,78,55
6059,1,5,4,26,28,25,13,Timothy Jackson,1,80,45
6060,0,4,5,8,95,80,40,Cindy Stephenson,1,56,57
6061,2,0,5,19,86,22,60,James Miles,3,22,86
6062,1,0,5,24,7,86,46,Brianna Long,1,12,9
6063,1,0,5,27,4,80,54,Corey Johnson,1,33,35
6064,5,3,1,52,55,97,47,Teresa Barajas,2,82,21
6065,2,3,4,88,96,59,15,Rebecca Garcia,1,17,23
6066,4,3,4,66,62,15,36,Julie Smith,3,92,26
6067,5,1,3,90,94,64,24,Nicole Robinson,2,24,16
6068,2,1,3,92,100,57,44,Kimberly Lee,3,73,47
6069,3,3,1,96,14,51,25,Devin Richmond,3,91,63
6070,2,1,5,82,38,72,58,Gregory Livingston,2,73,66
6071,2,2,5,96,69,62,38,Ronald Holloway,2,39,75
6072,5,4,2,32,91,96,81,Daniel Watson,3,90,94
6073,2,4,3,59,67,18,62,Katherine Dorsey,2,64,56
6074,3,0,3,44,40,68,76,Christian Klein MD,3,10,83
6075,2,2,4,40,5,21,84,Javier Williams,3,48,91
6076,4,2,2,75,54,17,80,Nathaniel Anderson,1,4,16
6077,2,5,5,91,7,19,48,Cheryl Cooper,2,41,100
6078,0,0,5,35,26,67,100,Sarah Mullins,1,85,60
6079,0,1,3,76,45,92,48,Rebecca Simpson,3,18,63
6080,3,1,4,83,73,90,68,Jacob Baker,2,23,13
6081,5,5,2,96,77,6,31,Ryan Gray,1,10,83
6082,3,2,2,54,51,93,45,Douglas Howard,1,69,51
6083,3,4,3,75,58,16,54,Tami Jackson,2,68,48
6084,3,0,1,67,39,78,91,Tina Oliver,3,44,2
6085,1,3,4,100,91,12,72,Raymond Parker,3,56,18
6086,1,2,2,61,34,72,91,James Pineda,3,86,88
6087,0,2,4,50,69,37,100,Rachel Nelson,2,3,15
6088,4,1,1,50,95,38,15,Christine Kline,1,32,38
6089,5,0,1,24,93,5,16,Sarah Smith,1,14,99
6090,3,5,3,38,67,30,77,Melissa Herrera MD,2,97,1
6091,2,4,1,33,12,75,92,Jack Atkinson,3,89,88
6092,1,0,1,23,57,8,24,Michelle Nguyen,1,64,87
6093,0,4,1,98,70,43,51,Anthony Gardner,2,79,2
6094,3,0,5,98,51,3,37,Jacob Payne,2,2,40
6095,1,1,1,17,74,93,40,April Contreras,1,30,68
6096,5,2,3,61,97,12,87,Jennifer Hernandez,1,12,5
6097,5,0,4,8,19,93,88,Thomas Miller,1,6,25
6098,4,1,5,61,85,45,94,Crystal Jefferson,1,70,63
6099,0,5,3,86,64,70,98,Sergio Fowler,2,39,83
6100,2,1,5,64,67,90,73,Tara Fox,2,47,94
6101,5,2,5,75,53,37,22,Joshua Baker,2,39,15
6102,2,2,4,77,4,56,40,Ashley Hill,2,95,78
6103,5,5,2,84,43,32,14,Kyle Allison,1,96,53
6104,4,0,4,52,92,47,4,Gregory Jackson,1,65,88
6105,3,1,2,6,33,6,47,Brittany Ramirez,1,92,75
6106,2,5,5,91,85,70,44,Abigail Watson,1,73,51
6107,4,3,3,38,5,66,100,Nicole Saunders,1,36,91
6108,2,0,1,9,7,44,48,Shelby Crawford,2,3,55
6109,4,1,4,17,71,26,63,Dorothy Powell,3,51,48
6110,5,2,2,21,29,71,69,Natalie Willis,3,5,3
6111,0,0,2,79,95,43,59,Charles Bell,1,32,46
6112,3,4,1,16,38,7,80,Eric Sullivan,2,61,40
6113,4,2,1,35,99,10,47,Justin George MD,1,56,11
6114,2,1,4,76,19,26,11,Patrick Brown,2,48,33
6115,5,5,5,29,63,8,49,Amber Ballard,2,41,56
6116,3,2,5,77,19,16,68,Roger Woods,1,90,67
6117,4,3,2,78,13,58,65,Jonathan Leonard,1,95,30
6118,3,4,4,42,7,31,80,Lauren Pineda,2,94,40
6119,1,0,3,26,23,92,12,Jacqueline Norton,3,54,68
6120,1,5,4,42,1,80,94,Michelle Cox,1,53,2
6121,0,0,2,85,20,18,41,Jenna Zamora,1,75,12
6122,4,0,4,90,57,45,13,Donna Love,3,13,48
6123,1,2,1,92,15,75,89,Kevin Jones,1,53,79
6124,5,1,4,97,85,27,61,Janice Martinez,1,9,2
6125,1,3,1,93,65,14,6,Tonya White,1,32,71
6126,5,0,4,2,38,32,61,Kim Willis,3,100,1
6127,3,0,5,79,90,54,63,Jill Willis,2,90,11
6128,2,4,5,98,18,18,99,Barry Owens,2,14,58
6129,3,5,1,27,79,31,54,Antonio Daniels,3,64,67
6130,5,5,2,82,42,90,93,Michael Thompson,2,35,28
6131,1,4,2,53,71,42,64,John Burch,2,49,79
6132,1,0,5,50,51,65,27,Ryan Lawrence,3,14,51
6133,2,4,3,70,21,18,28,John Clark,1,30,14
6134,2,4,1,66,52,68,52,Brandon Mayer,3,16,45
6135,4,5,4,56,63,76,40,Brandy Ruiz,3,50,22
6136,3,4,4,68,73,85,67,Beverly Griffin,1,53,98
6137,0,5,2,60,43,82,74,Jessica Ferguson,2,85,21
6138,2,2,5,25,100,14,88,Michael Smith,1,43,4
6139,0,1,4,100,36,45,43,Devin Patel,2,40,37
6140,1,2,2,91,95,84,3,Adam Tran,1,44,29
6141,5,4,1,3,43,12,32,Tara Chavez,2,58,51
6142,5,3,3,73,31,59,33,Brittany Young,2,35,30
6143,0,1,3,73,93,58,85,Karen Salazar,1,10,73
6144,3,5,3,35,43,95,98,Andrew Roman,3,58,64
6145,0,5,4,11,72,57,1,Rachel Jones,2,89,14
6146,3,4,4,2,2,42,29,Christopher Keith,1,80,71
6147,1,5,4,80,39,68,58,Jeffery Gross,1,66,60
6148,2,1,3,82,65,85,79,Christine Farrell,1,22,59
6149,3,1,1,1,26,70,51,Ruth Mooney,2,24,20
6150,0,4,1,36,96,62,49,Christopher Cook,2,60,69
6151,1,0,3,24,83,10,2,Patricia Fuentes,2,74,68
6152,5,4,5,67,60,45,44,Joseph Lowery,1,72,35
6153,1,4,2,58,71,83,99,Mark Chen,1,9,67
6154,0,5,2,27,82,36,94,Kendra Richmond,1,89,51
6155,2,2,1,29,36,70,59,Jill Johnson,1,10,25
6156,1,4,2,69,93,68,69,Stacy Flores,2,61,86
6157,0,1,4,86,76,32,7,Courtney Johnson,3,77,38
6158,4,1,2,17,27,68,53,Angela Sanchez,1,49,98
6159,4,1,2,71,77,2,76,Tiffany Dean,3,9,44
6160,2,0,5,92,46,62,53,Michael Williams,1,7,84
6161,2,5,3,37,21,10,2,Kim Le,1,29,31
6162,4,1,3,18,82,59,15,Brandon Martinez,1,80,5
6163,2,2,2,85,66,35,57,Roger Newman,1,27,98
6164,4,4,1,77,67,43,63,Jenna Harris,3,77,5
6165,5,5,1,57,64,9,29,Michael Ruiz,2,47,43
6166,5,2,4,39,16,32,74,Joel Myers,3,64,8
6167,2,0,3,98,48,83,70,Lisa Smith,2,40,59
6168,3,2,3,53,96,86,88,Susan Hooper,2,41,19
6169,2,1,2,13,44,39,34,Eric Mckee DDS,3,68,79
6170,1,1,2,28,59,4,77,Julie Lewis,2,5,48
6171,0,1,1,68,62,31,76,Paige Weber,1,28,62
6172,0,1,1,70,47,43,21,Monique Baker,1,94,3
6173,1,3,2,41,93,62,62,Misty Cooke,2,7,2
6174,1,4,5,80,73,55,56,Chad Richards,3,28,57
6175,4,2,1,2,42,6,47,Maureen Torres,2,60,23
6176,1,3,4,14,71,21,27,Cathy Gilbert,1,10,23
6177,1,1,2,32,52,10,29,Jade Valencia,2,29,93
6178,3,2,2,67,73,48,25,Tyler Bush,2,35,92
6179,1,1,3,48,44,26,87,Sandra Lambert,3,32,60
6180,4,2,5,65,87,61,62,Christopher Martinez,3,18,78
6181,2,3,3,93,5,74,84,Ebony Hicks,1,54,33
6182,2,5,5,54,43,44,64,Lee Lang,3,11,32
6183,0,3,3,73,51,40,2,Anna Walker,1,9,94
6184,0,1,2,5,10,52,51,Michele Bailey,2,63,63
6185,2,1,3,58,82,91,93,Amy Alvarado,1,56,43
6186,0,0,3,26,53,31,36,Mark Wise,2,57,13
6187,1,5,1,100,65,24,53,Jeffrey Johnson,2,81,55
6188,3,0,2,45,71,64,1,Tina Poole,1,78,2
6189,3,2,4,43,92,97,31,Sergio Byrd,3,87,92
6190,4,4,3,78,18,36,23,Adrian Garcia,2,28,11
6191,0,4,1,62,42,41,14,Shirley Smith,1,29,87
6192,1,1,1,7,23,81,55,Dana Guzman,1,13,74
6193,1,4,2,5,81,4,62,Deborah Brown,2,71,82
6194,0,5,3,83,76,50,84,Vanessa Lane,3,69,74
6195,5,5,4,14,34,96,58,Kristin Moore,3,23,14
6196,1,4,3,76,63,66,53,Jennifer Wang,3,100,55
6197,0,1,5,60,20,66,81,Charles Guzman,2,6,14
6198,2,3,1,79,35,11,41,Mary Evans,2,89,24
6199,1,1,5,74,45,29,74,Robert Moss,3,94,50
6200,0,0,1,29,44,5,5,Raymond Gallegos,3,10,17
6201,4,1,1,18,10,100,53,Mr. Edwin Smith Jr.,3,48,94
6202,1,5,2,26,51,92,87,Eric Roberts,2,47,33
6203,2,4,1,57,41,11,37,Daniel Frost,1,68,38
6204,0,1,1,73,3,6,13,Maria Brooks,2,3,32
6205,1,2,1,70,36,54,26,Mitchell Hood,2,21,26
6206,5,2,3,51,37,12,84,Zachary Harper,2,91,12
6207,0,0,2,86,41,6,1,John Gregory,1,63,2
6208,5,3,3,42,26,27,68,Carol Martin,2,6,50
6209,3,1,3,81,99,8,31,Timothy Rivera,3,8,12
6210,2,2,1,73,46,73,48,Kendra Cooper,3,86,27
6211,4,3,5,76,29,57,65,Jeremy Mueller,3,97,64
6212,0,3,5,9,42,3,40,Sara Jackson,2,26,82
6213,1,1,1,87,22,3,71,Matthew Ramos,3,78,65
6214,2,5,4,49,26,59,30,Holly Freeman,1,57,36
6215,3,3,5,45,35,37,92,Kaylee Lee,3,98,44
6216,2,3,3,85,15,68,16,Joshua Williams,2,33,65
6217,1,5,5,13,5,4,11,Sarah Allen,1,98,1
6218,0,5,4,20,42,6,53,Andrew Khan,2,34,66
6219,5,4,3,72,47,39,75,Scott Davis,3,16,54
6220,3,2,2,41,65,25,23,Timothy Rogers,3,69,100
6221,3,0,4,62,49,86,26,Regina Gillespie,3,66,41
6222,4,4,4,51,97,32,3,Robert Elliott,1,58,44
6223,1,0,5,21,50,8,97,Jennifer King,3,48,35
6224,3,2,5,71,71,21,94,Robert Stein,1,57,40
6225,0,4,4,5,32,26,49,Danielle Perkins,3,93,47
6226,3,1,2,28,58,41,58,Martin Gardner,1,25,56
6227,1,3,5,83,76,91,50,Lisa Tanner,3,62,46
6228,1,0,4,80,53,28,71,Julie James,1,79,44
6229,4,1,4,63,25,18,42,Dr. Jillian Norton,1,51,60
6230,3,5,5,56,85,58,7,Allison Chapman,3,58,3
6231,4,5,4,68,3,69,75,Courtney Smith,2,70,26
6232,5,5,5,70,44,40,77,Samantha James,3,76,6
6233,0,0,1,90,92,35,99,Joseph Oliver,1,27,97
6234,5,2,2,14,43,68,73,Thomas Hudson,1,78,9
6235,4,0,5,42,16,99,87,Carol Martin,3,2,19
6236,4,1,1,29,12,75,81,Victoria Conrad,1,74,71
6237,2,1,2,72,93,85,6,Amy Tate,1,1,12
6238,3,1,5,90,34,45,51,Darin Harrell,1,97,87
6239,1,0,1,71,91,74,16,Kelly Compton,3,32,27
6240,2,4,1,14,27,95,77,Christopher Sellers,2,64,48
6241,2,2,4,84,69,4,6,Richard Lamb,1,32,44
6242,0,0,3,45,78,21,9,Jesse Lara,2,1,14
6243,5,3,4,12,25,32,72,John Lopez,1,95,52
6244,4,1,2,76,60,94,61,Matthew Brown,3,23,55
6245,0,3,2,64,80,77,14,Brianna Daugherty,1,50,31
6246,5,4,3,58,50,14,72,Ana Jefferson,2,31,97
6247,4,2,5,74,5,36,65,Joan Harris,1,47,3
6248,0,0,4,72,82,95,79,Eric Ashley,3,48,23
6249,5,1,4,18,38,12,72,Ricky Hall,2,30,58
6250,3,3,5,80,74,10,22,Randy Wyatt,3,38,41
6251,4,4,3,60,90,8,46,Amy Cruz,3,78,23
6252,4,4,3,59,84,70,58,Rodney Strickland,3,90,27
6253,3,2,1,11,61,81,23,Carol Bennett,3,14,66
6254,2,2,5,77,33,81,56,Amy Bush,1,29,26
6255,4,0,1,53,37,16,6,Mrs. Mary Kennedy MD,3,95,87
6256,2,3,1,73,8,92,59,Clayton Green,1,50,31
6257,1,2,2,50,82,75,58,Victoria Dixon,2,11,43
6258,5,5,1,11,50,70,20,Nicholas Torres,3,39,53
6259,2,1,2,76,100,68,1,Debra Jackson,2,8,68
6260,1,1,1,1,31,6,74,Juan Olson,3,79,65
6261,1,5,4,38,38,88,85,Raymond Rivers Jr.,1,56,12
6262,5,0,1,97,69,12,61,Nancy Griffin,3,29,98
6263,4,0,3,18,9,42,24,Crystal Buck,2,34,9
6264,3,3,3,4,63,73,56,Brenda Gregory,1,82,44
6265,3,0,5,45,42,58,9,Penny Wilson,2,76,49
6266,4,4,3,91,42,23,44,Lisa Bates,2,10,85
6267,3,0,5,44,89,96,33,Cheryl Bell MD,2,1,88
6268,0,1,2,57,91,85,5,Victoria Flores,3,20,38
6269,5,0,2,21,69,69,6,Mindy Holloway,1,89,4
6270,1,3,5,2,51,12,45,Megan Edwards,2,54,18
6271,4,2,2,60,51,45,74,Cynthia Edwards,1,85,77
6272,5,3,1,42,47,30,70,Ian Hunt,1,63,54
6273,5,4,3,79,56,52,79,Michael Gardner,2,46,38
6274,4,4,1,90,81,28,42,Katherine Thomas,3,83,89
6275,5,1,3,78,4,47,100,Elizabeth Villegas,2,94,99
6276,1,3,2,75,89,57,29,Stephanie Ramirez,3,83,20
6277,0,5,1,47,7,92,92,Diana Oconnell,1,33,16
6278,1,2,3,8,16,54,60,Michael Glover,3,57,9
6279,3,1,3,36,23,19,88,Nichole Morrison,1,45,87
6280,4,3,5,6,32,46,96,Jeremy Murphy,3,37,22
6281,3,1,4,59,14,14,97,Jennifer Hartman,1,90,77
6282,4,4,4,26,61,47,92,Roy Ross,2,36,91
6283,5,5,3,38,95,59,79,Kevin Rosales,3,83,38
6284,5,3,1,24,33,87,96,Dr. Jerome Good,1,91,50
6285,5,2,1,18,79,6,94,Norman Parker,3,10,34
6286,0,0,3,30,60,58,25,Anthony Fowler,2,6,62
6287,0,3,5,54,57,62,41,Andrew King,2,88,59
6288,4,2,3,58,90,19,97,Lauren Warren,1,36,76
6289,5,0,2,92,64,37,91,Chelsea Huynh,2,55,6
6290,2,1,1,98,76,26,50,Jeffrey Lopez,1,82,71
6291,4,3,1,38,60,2,83,Andrew Hayes,1,90,48
6292,4,0,2,43,100,43,88,Ryan Ortiz,2,57,40
6293,0,4,5,34,91,39,38,Bryan Duncan,3,93,98
6294,1,1,1,9,47,78,91,Timothy Castillo,3,60,32
6295,1,0,5,40,10,20,12,Alicia Mitchell,2,69,34
6296,1,3,5,83,71,54,96,Melissa Smith,3,1,15
6297,2,3,1,13,39,79,11,Amber Holt,2,58,88
6298,0,1,2,22,60,23,38,Rebecca Vargas,1,5,61
6299,2,1,1,55,96,8,56,Robert Martin,1,45,14
6300,1,2,5,13,87,72,95,Samuel Rogers,1,31,67
6301,1,5,5,16,47,94,33,Kimberly Ortega,2,69,35
6302,0,4,3,46,65,72,41,Brandon Brady Jr.,2,79,44
6303,3,0,2,92,14,82,31,Amber Ross,2,68,1
6304,4,5,4,22,4,4,49,Linda Miller,1,19,61
6305,3,3,3,6,63,65,88,Lisa Jensen,3,37,13
6306,2,0,3,58,100,56,5,Cheryl Henson,1,87,58
6307,4,1,2,86,86,12,92,Paul Aguirre,1,41,33
6308,0,5,4,77,51,88,21,Carolyn Bell,2,9,10
6309,5,0,5,32,14,71,49,Valerie Perez,1,43,1
6310,3,1,5,2,29,22,89,James Wood,2,32,70
6311,3,3,3,47,11,88,41,Garrett Osborn,1,42,58
6312,3,2,5,76,78,94,62,Linda Cannon,2,73,96
6313,4,1,5,82,22,8,38,Benjamin Green,2,10,41
6314,0,2,5,89,85,13,54,Sarah Davis,2,3,80
6315,0,1,4,73,12,89,46,Michelle Davis,2,58,36
6316,3,2,3,80,74,40,25,Sarah King,2,32,91
6317,1,1,2,48,40,34,12,Nathan Johnson,3,48,97
6318,1,0,4,95,60,41,57,Christopher Walters,3,32,73
6319,4,4,3,28,35,9,33,Vincent Perez,3,53,15
6320,2,1,1,35,56,36,16,Samantha Jones,1,14,39
6321,1,0,2,23,52,86,75,Ann Cherry,2,68,34
6322,5,3,5,23,58,69,83,John Warren,1,78,24
6323,0,4,2,13,77,43,36,Maria Cook,1,72,66
6324,2,2,1,77,39,81,98,Joseph Weeks,3,44,12
6325,5,0,1,77,25,30,33,Brenda Steele,3,49,9
6326,1,1,1,96,43,33,23,Jake Frazier,3,36,58
6327,0,5,2,18,28,35,91,John Moore,1,22,74
6328,3,5,2,47,53,78,55,Hannah Nelson,2,19,62
6329,0,5,3,50,10,84,60,William Castillo,1,76,35
6330,1,5,3,18,38,96,72,Sydney Carter,1,13,28
6331,2,2,1,52,46,36,65,Kimberly Schaefer,3,55,89
6332,0,5,5,46,71,47,35,Amy Davis,3,99,56
6333,0,0,3,16,52,83,37,Robert Mccann,2,55,90
6334,4,4,2,3,29,21,62,Kathleen Odonnell,1,81,3
6335,0,2,4,41,7,98,35,Gina Ward,1,12,97
6336,5,1,3,90,42,59,60,Steven Tate,3,40,94
6337,3,3,4,61,91,53,37,Andrew Miller,2,18,21
6338,5,0,1,62,6,67,46,Barbara Sanders,3,54,55
6339,3,2,4,40,18,59,92,Kevin Tanner,1,20,67
6340,3,2,1,87,14,57,93,Mary Nelson,3,47,26
6341,5,2,4,68,49,61,59,Jason Adams,1,73,7
6342,5,4,2,16,92,39,98,Crystal Hale,3,32,87
6343,4,5,3,48,81,76,91,Adam Spencer,1,56,70
6344,3,1,1,49,50,41,31,Karen Neal,2,48,81
6345,5,5,4,20,18,4,86,Christy Adams,3,73,15
6346,5,1,3,77,19,96,56,Tyler Henry,2,54,95
6347,2,0,5,92,48,97,100,Mark Henderson,3,51,50
6348,2,3,5,91,13,5,41,Mark Black,3,80,78
6349,4,3,4,62,3,25,89,Angela Howard,3,4,92
6350,4,0,3,56,72,61,29,Andrew Gross,3,11,88
6351,4,1,3,56,80,8,77,Derek Leonard,1,69,78
6352,3,4,3,76,1,68,36,Brandi Carter,2,25,81
6353,1,0,2,79,2,7,86,Samantha Powers,1,86,89
6354,4,4,3,43,30,42,100,Barbara Johnson,3,41,1
6355,5,3,5,5,77,29,8,Andrew Jackson,1,83,64
6356,3,0,4,94,59,94,20,Crystal Rice,3,87,77
6357,5,5,3,51,52,25,52,Stacy Herrera,3,73,32
6358,2,0,4,62,27,13,99,Kelly Aguilar,3,65,2
6359,1,4,1,82,80,39,89,Tracey Martin,2,85,75
6360,2,4,3,66,81,63,80,Christopher Flores,1,16,91
6361,3,5,3,83,84,3,72,Barbara Davis,1,21,94
6362,3,5,3,81,84,94,18,Stacey Rodriguez,3,91,92
6363,1,3,1,20,40,39,7,Scott Robinson,3,42,47
6364,5,2,5,29,32,82,28,Gregory Brown,2,97,38
6365,3,3,2,100,4,4,32,Matthew Jackson,3,65,8
6366,4,2,5,58,84,34,13,Anthony Flowers,3,34,82
6367,2,4,3,58,76,7,17,Tina Horton,3,96,6
6368,1,5,2,54,32,44,83,Jacqueline Hernandez,2,17,17
6369,1,2,1,20,16,52,6,Ariel Rodriguez,2,92,89
6370,3,1,1,73,7,57,66,Bradley Martin,3,71,2
6371,2,2,5,75,89,25,36,Michael Lindsey,1,91,16
6372,4,4,3,26,46,1,39,Shannon Jackson,1,17,5
6373,2,0,5,43,57,95,98,Brittany Marquez,2,57,31
6374,4,5,1,62,85,49,62,Tara White,2,50,76
6375,2,2,3,30,87,80,40,Robert Carlson,3,15,56
6376,2,0,2,4,36,85,86,Brett Brown,3,96,11
6377,3,3,4,76,30,43,74,Denise Wright,2,84,13
6378,5,3,4,17,77,10,56,Joel Stephens,1,24,91
6379,2,1,5,53,27,60,64,Adam Smith,1,56,67
6380,4,3,5,89,8,19,96,Gabriella Malone,1,56,56
6381,0,3,5,23,77,41,70,Jorge Hudson,2,57,90
6382,0,4,4,68,49,45,94,Shane Barnett,3,71,40
6383,3,3,5,44,58,98,90,Scott Carter,3,65,20
6384,0,0,5,91,60,28,84,Kathleen Martinez,3,21,3
6385,2,3,4,18,80,16,61,Adam Middleton,2,31,70
6386,2,1,5,26,27,95,85,Billy Peterson,2,61,77
6387,4,2,1,1,15,35,78,Maria Oconnell,3,39,27
6388,4,2,2,71,63,74,28,Steven Johnson,3,20,89
6389,1,4,3,41,22,19,48,Stuart Roach,1,74,27
6390,0,5,2,49,22,54,55,Barbara Porter,1,52,2
6391,5,3,1,3,82,63,58,Daniel Gardner,2,73,10
6392,3,0,5,63,69,44,37,Daniel Brown,2,23,94
6393,1,3,4,33,8,4,50,Brett Francis,1,72,99
6394,0,5,2,41,20,54,66,Benjamin Davenport,2,51,21
6395,1,5,5,24,100,99,36,Andrew Lopez,2,30,31
6396,3,1,1,75,26,73,45,Steve Hall,2,51,6
6397,2,2,1,97,82,69,69,Carla Henry,1,28,32
6398,5,1,2,33,77,87,3,Jason Walls,2,47,60
6399,3,3,1,15,32,25,73,Jodi Noble,3,65,90
6400,3,5,4,11,90,18,100,Melissa Parsons,2,25,51
6401,4,0,5,74,28,39,38,Jose Hart,1,86,53
6402,1,5,1,28,4,6,66,Terrance Haynes,2,38,80
6403,2,4,4,86,91,6,4,Kelly Scott,1,35,95
6404,0,1,1,21,59,68,16,Sandra Bartlett,1,21,64
6405,0,2,4,69,76,36,5,Anthony Brown,2,49,76
6406,2,1,4,22,32,72,31,Erin Burnett,2,81,81
6407,0,2,5,76,34,63,11,Dr. Christopher Reed MD,3,61,63
6408,4,1,4,27,95,26,30,Bobby Monroe,1,55,29
6409,1,4,1,83,19,30,62,Paul Terry,1,6,91
6410,4,2,4,21,6,56,11,Kaitlin Fuller,3,74,96
6411,5,0,1,68,40,24,16,Nicole Johnson,3,80,98
6412,1,3,3,74,10,45,68,Samantha Howard,1,61,21
6413,0,3,5,84,13,45,79,Alejandro Preston,3,27,67
6414,4,4,4,77,74,19,27,Peter Acosta,3,36,26
6415,3,4,3,16,14,76,16,Ralph Johnson,3,17,72
6416,1,3,2,32,49,78,24,Amanda Johnson,3,78,40
6417,2,4,5,7,97,39,72,Thomas Daniel,1,32,78
6418,3,0,5,27,82,72,31,Mercedes Scott,1,77,34
6419,5,1,3,4,59,69,16,Elaine Wood,1,36,21
6420,2,2,1,15,79,23,97,Kristin Ferguson,1,83,29
6421,2,5,2,2,92,41,40,Dustin Hinton,3,34,40
6422,4,5,1,48,78,38,52,Charles Todd,3,66,65
6423,3,3,2,65,87,33,68,David Roman,3,37,14
6424,4,0,1,13,58,57,58,Carrie Gilbert,2,70,30
6425,5,4,2,89,74,100,36,Sherry Wade,3,57,44
6426,0,0,5,4,36,42,32,Alicia Savage,1,76,86
6427,4,1,2,78,5,75,60,Cory Lee,1,13,7
6428,1,1,5,4,45,95,74,Richard Garza,2,24,87
6429,2,2,3,14,30,91,93,William Henry,1,70,56
6430,4,1,1,76,51,92,13,Jerry Johnston,3,29,77
6431,4,0,4,96,79,20,96,Lisa Silva,3,100,25
6432,3,5,3,76,59,55,71,Roger Anderson,3,61,66
6433,0,3,2,33,51,37,100,Tammy Barron,2,94,56
